customer_id,age,gender,education,employment_type,employment_length,annual_income,existing_emi,debt_to_income_ratio,cibil_score,credit_utilization_ratio,previous_default,loan_amount,loan_type,loan_purpose,loan_tenure_years,interest_rate,risk_category,lender_type,loan_processing_fee_percent,application_channel,state,city,area_type,loan_approval_time_days,document_verification_status,loan_approval_status,rejection_reason,EMI,EMI_to_Income_Ratio, risk_rule,Loan_to_Income_Ratio
1577,40,Female,Graduate,Salaried,5,640182,9617,0.34,749,29.17,No,665634,Business,Business,17,14.16,Medium,Private Bank,1.53,Offline,Uttar Pradesh,Odisha District,Rural,6,Done,Approved,,8644.08,0.16,Low,1.04
1578,50,Male,Graduate,Salaried,27,453615,8534,0.25,458,54.65,No,55015,Business,Business,19,14.95,High,Finance Company,1.64,Offline,Odisha,Karnataka District,Rural,4,Processing,Approved,,728.7,0.02,Low,0.12
1579,42,Male,Graduate,Salaried,18,799609,5837,0.22,780,38.55,No,484040,Agriculture,Agriculture,6,8.71,Low,Finance Company,2,Online,Uttar Pradesh,Ajmer,Urban,5,Processing,Approved,,8655.58,0.13,Low,0.61
1580,26,Male,Graduate,Self-employed,21,541095,6712,0.36,603,32.87,No,482340,Appliances,Appliances,7,15.47,High,Private Bank,1.5,Online,Gujarat,Burhanpur,Urban,3,Processing,Pending,,9435.24,0.21,Low,0.89
1581,60,Male,Graduate,Salaried,22,983846,24133,0.44,509,61.42,No,493279,Personal,Personal,4,8.8,High,Finance Company,2.18,Online,Odisha,Asansol,Urban,2,Done,Approved,,12228.48,0.15,Low,0.5
1582,55,Female,Graduate,Salaried,13,932895,6309,0.15,530,52.11,No,374350,Appliances,Appliances,16,14.6,High,Private Bank,0.98,Offline,Gujarat,Assam District,Rural,5,Processing,Approved,,5049.92,0.06,Low,0.4
1583,36,Male,Graduate,Self-employed,13,1731269,24327,0.41,810,21.44,No,2407924,Vehicle,Vehicle,16,16.15,Low,Government Bank,0.74,Offline,Chhattisgarh,Assam District,Rural,15,Done,Approved,,35101.89,0.24,Low,1.39
1584,54,Male,Graduate,Salaried,27,524708,10280,0.39,725,78.98,No,744610,Home,Home,18,8.42,Medium,Finance Company,2.91,Offline,Gujarat,Mizoram District,Rural,3,Processing,Approved,,6705.55,0.15,Low,1.42
1585,26,Male,Graduate,Self-employed,12,1452733,20489,0.21,576,18.11,No,432420,Appliances,Appliances,15,10.16,High,Private Bank,1.03,Online,Karnataka,Gandhinagar,Urban,3,Processing,Pending,,4689.23,0.04,Low,0.3
1586,27,Male,Graduate,Salaried,13,358912,10964,0.54,468,88.48,No,410086,Appliances,Appliances,16,13.82,High,Private Bank,1.5,Online,Kerala,Chennai,Urban,9,Done,Approved,,5312.29,0.18,Low,1.14
1587,49,Male,Non-Graduate,Salaried,25,660553,17180,0.39,544,19.29,No,343287,Education,Education,11,8.92,High,Government Bank,0.66,Offline,Bihar,Punjab District,Rural,18,Done,Pending,,4090.84,0.07,Low,0.52
1588,46,Male,Graduate,Salaried,5,367699,16474,0.59,756,84.51,No,117553,Home,Home,11,10.84,Medium,Finance Company,2.54,Online,Kerala,Sonipat,Urban,6,Done,Approved,,1528.17,0.05,Low,0.32
1589,25,Female,Graduate,Salaried,6,302218,20924,0.9,470,54.73,No,142073,Agriculture,Agriculture,9,5.72,High,Finance Company,2.7,Online,Telangana,Satara,Urban,2,Processing,Rejected,High Existing EMI,1686.09,0.07,Low,0.47
1590,57,Female,Graduate,Salaried,30,702781,23418,0.44,581,13.44,No,134965,Education,Education,5,5.15,High,Finance Company,2.76,Online,Chhattisgarh,Panihati,Urban,2,Processing,Approved,,2556.24,0.04,Low,0.19
1591,28,Female,Graduate,Salaried,8,422215,3393,0.28,634,73.56,No,376243,Education,Education,6,6.71,High,Government Bank,0.4,Online,Rajasthan,Bhubaneswar,Urban,13,Processing,Approved,,6362.3,0.18,Low,0.89
1592,40,Male,Graduate,Self-employed,16,1601828,7819,0.11,494,61.53,No,200283,Appliances,Appliances,3,17.21,High,Private Bank,1.59,Online,Karnataka,Bettiah,Urban,9,Processing,Rejected,High Loan Amount Request,7161.59,0.05,Low,0.13
1593,35,Male,Graduate,Salaried,11,933122,15406,0.26,724,11.52,No,349878,Appliances,Appliances,14,14.61,Medium,Private Bank,1.03,Online,West Bengal,Mysore,Urban,3,Done,Pending,,4901.55,0.06,Low,0.37
1594,41,Female,Graduate,Self-employed,14,1870573,10386,0.11,532,10.05,No,463455,Appliances,Appliances,11,10.7,High,Government Bank,0.51,Online,Delhi,Tiruppur,Urban,22,Done,Approved,,5987.48,0.04,Low,0.25
1595,25,Male,Graduate,Salaried,23,478614,12671,0.37,480,47.71,No,177714,Home,Home,16,11.32,High,Finance Company,1.7,Online,Jharkhand,Ballia,Urban,4,Done,Approved,,2007.35,0.05,Low,0.37
1596,39,Male,Graduate,Salaried,27,855521,7264,0.24,531,76.55,No,467384,Education,Education,5,8.55,High,Private Bank,1.02,Online,Madhya Pradesh,Ramgarh,Urban,5,Done,Rejected,High Loan Amount Request,9600.37,0.13,Low,0.55
1597,31,Male,Non-Graduate,Salaried,6,596201,23516,0.6,823,44.75,Yes,684490,Agriculture,Agriculture,14,7.32,Low,Private Bank,1.58,Offline,Punjab,Uttar Pradesh District,Rural,7,Processing,Rejected,High Existing EMI,6523.91,0.13,Low,1.15
1598,47,Female,Graduate,Salaried,14,844886,21274,0.36,509,72.12,Yes,174748,Vehicle,Vehicle,5,10.45,High,Finance Company,2.56,Online,Odisha,Kollam,Urban,4,Done,Approved,,3751.69,0.05,Low,0.21
1599,49,Male,Graduate,Salaried,10,758279,18957,0.38,718,88.73,No,299875,Appliances,Appliances,11,17.57,Medium,Government Bank,0.54,Online,Jharkhand,Asansol,Urban,17,Done,Approved,,5146.12,0.08,Low,0.4
1600,49,Female,Graduate,Salaried,22,913154,9459,0.17,531,22.67,No,265878,Personal,Personal,20,12.97,High,Private Bank,1.43,Online,Bihar,Belgaum,Urban,4,Processing,Pending,,3109.28,0.04,Low,0.29
1601,50,Female,Graduate,Salaried,25,870522,22039,0.52,789,13.95,No,1560519,Home,Home,16,9.45,Low,Finance Company,2.39,Online,West Bengal,Panchkula,Urban,5,Processing,Rejected,High Loan Amount Request,15791.24,0.22,Low,1.79
1602,43,Male,Graduate,Salaried,25,808599,383,0.18,688,24.43,No,641247,Vehicle,Vehicle,9,17.66,Medium,Private Bank,1.22,Online,Rajasthan,Sultan Pur Majra,Urban,8,Done,Approved,,11891.78,0.18,Low,0.79
1603,59,Female,Graduate,Salaried,19,809539,14095,0.3,669,71.21,No,399085,Vehicle,Vehicle,8,11.14,Medium,Government Bank,0.74,Online,Telangana,Siliguri,Urban,14,Done,Approved,,6299.17,0.09,Low,0.49
1604,60,Male,Graduate,Self-employed,26,1342669,3749,0.07,676,22.56,No,360201,Education,Education,8,5.26,Medium,Private Bank,1.03,Online,West Bengal,Muzaffarnagar,Urban,9,Processing,Approved,,4604.84,0.04,Low,0.27
1605,29,Male,Graduate,Self-employed,29,1392118,4939,0.15,563,36.08,No,449591,Personal,Personal,4,12.28,High,Finance Company,1.71,Online,Punjab,Ahmednagar,Urban,2,Processing,Rejected,Insufficient Employment Length,11901.36,0.1,Low,0.32
1606,58,Female,Graduate,Self-employed,22,1110313,8882,0.16,575,88.15,No,385413,Business,Business,19,16.32,High,Government Bank,0.53,Offline,Rajasthan,Karnataka District,Rural,18,Processing,Approved,,5494.15,0.06,Low,0.35
1607,48,Male,Graduate,Salaried,15,891784,12858,1.08,808,32.17,No,1891070,Vehicle,Vehicle,3,17.2,Low,Government Bank,0.28,Offline,Gujarat,Uttarakhand District,Rural,21,Done,Pending,,67610.18,0.91,High,2.12
1608,50,Male,Graduate,Salaried,24,537983,17125,0.4,484,44,No,52236,Business,Business,8,17.31,High,Government Bank,0.56,Online,Gujarat,Avadi,Urban,19,Processing,Approved,,1008.52,0.02,Low,0.1
1609,59,Female,Graduate,Salaried,27,528581,20797,1.63,779,20.69,Yes,1062789,Appliances,Appliances,2,14.3,Low,Private Bank,0.82,Online,Assam,Kozhikode,Urban,9,Done,Approved,,51178.32,1.16,High,2.01
1610,43,Male,Graduate,Salaried,15,523136,17182,0.52,590,46.23,No,293026,Home,Home,6,10.47,High,Private Bank,1.41,Online,Telangana,Erode,Urban,8,Processing,Approved,,5498.26,0.13,Low,0.56
1611,45,Male,Non-Graduate,Salaried,10,841551,23792,0.37,480,26.68,No,115171,Vehicle,Vehicle,6,11.33,High,Private Bank,1.31,Offline,Gujarat,Haryana District,Rural,9,Processing,Approved,,2211.69,0.03,Low,0.14
1612,27,Female,Graduate,Self-employed,8,1579980,2442,0.07,594,49.31,No,416666,Home,Home,7,11.72,High,Government Bank,0.51,Online,Rajasthan,Chandigarh,Urban,12,Done,Approved,,7293.05,0.06,Low,0.26
1613,54,Female,Non-Graduate,Self-employed,7,1663159,12466,0.15,734,33.11,Yes,602711,Vehicle,Vehicle,14,14.2,Medium,Government Bank,0.49,Offline,Haryana,Nagaland District,Rural,15,Processing,Pending,,8279.42,0.06,Low,0.36
1614,57,Female,Non-Graduate,Salaried,6,706223,11201,0.23,514,39.57,No,226718,Education,Education,14,8.01,High,Finance Company,2.69,Offline,Chhattisgarh,Nagaland District,Rural,6,Processing,Approved,,2248.78,0.04,Low,0.32
1615,27,Male,Graduate,Salaried,30,670220,8276,0.23,608,75.81,No,386108,Business,Business,15,11.34,High,Government Bank,0.35,Online,Delhi,Uluberia,Urban,17,Done,Approved,,4471.28,0.08,Low,0.58
1616,45,Male,Graduate,Salaried,6,473761,14705,0.55,719,14.66,No,521215,Vehicle,Vehicle,13,13.71,Medium,Government Bank,0.26,Offline,Tamil Nadu,West Bengal District,Rural,20,Done,Pending,,7174.21,0.18,Low,1.1
1617,37,Male,Graduate,Self-employed,22,613198,3719,0.09,541,29.51,No,86712,Agriculture,Agriculture,13,8.41,High,Finance Company,2.56,Offline,Telangana,Tripura District,Rural,4,Done,Approved,,915.76,0.02,Low,0.14
1618,50,Female,Graduate,Salaried,12,953171,18545,0.3,589,50.21,No,380554,Business,Business,9,10.84,High,Private Bank,1.33,Online,Chhattisgarh,Tezpur,Urban,8,Done,Approved,,5532.32,0.07,Low,0.4
1619,44,Male,Non-Graduate,Self-employed,28,951982,20657,0.48,779,69.16,No,1927308,Agriculture,Agriculture,15,7.11,Low,Finance Company,2.07,Offline,Bihar,Bihar District,Rural,2,Done,Approved,,17441.93,0.22,Low,2.02
1620,59,Male,Non-Graduate,Salaried,23,913078,12744,0.29,772,56.92,No,695504,Appliances,Appliances,11,11.06,Low,Private Bank,1.49,Offline,Madhya Pradesh,Karnataka District,Rural,7,Done,Approved,,9129.96,0.12,Low,0.76
1621,42,Male,Graduate,Salaried,29,899415,22502,0.37,841,13.69,No,242713,Business,Business,5,11.75,Low,Government Bank,0.49,Online,Rajasthan,Tadipatri,Urban,13,Done,Approved,,5368.4,0.07,Low,0.27
1622,43,Male,Graduate,Self-employed,28,1487123,19438,0.18,467,53.9,No,431187,Education,Education,19,6.06,High,Private Bank,1.31,Online,Delhi,Pondicherry,Urban,3,Processing,Rejected,High Loan Amount Request,3188.65,0.03,Low,0.29
1623,61,Female,Graduate,Salaried,19,496088,5025,0.16,502,56.79,No,127494,Home,Home,17,11.38,High,Government Bank,0.28,Online,Uttar Pradesh,Karnal,Urban,21,Processing,Approved,,1415.45,0.03,Low,0.26
1624,45,Male,Graduate,Salaried,26,964182,14855,0.33,804,74.49,No,1062709,Education,Education,10,5.23,Low,Finance Company,2.56,Online,Chhattisgarh,Thane,Urban,4,Processing,Approved,,11391.53,0.14,Low,1.1
1625,57,Male,Graduate,Salaried,23,814645,8526,0.22,467,13.15,No,357448,Appliances,Appliances,6,10.34,High,Government Bank,0.41,Online,Assam,Shimoga,Urban,21,Done,Approved,,6683.47,0.1,Low,0.44
1626,48,Male,Graduate,Salaried,14,646703,6035,0.72,686,72.04,No,1013328,Personal,Personal,3,9.65,Medium,Government Bank,0.35,Online,Tamil Nadu,Bokaro,Urban,18,Done,Rejected,Low Income,32530.98,0.6,High,1.57
1627,42,Male,Non-Graduate,Salaried,10,634829,12904,0.55,772,25.76,Yes,1121859,Vehicle,Vehicle,14,15.17,Low,Government Bank,0.75,Offline,Karnataka,Madhya Pradesh District,Rural,14,Processing,Approved,,16137.72,0.31,Medium,1.77
1628,54,Male,Graduate,Self-employed,18,1706066,11182,0.18,685,40.55,No,1137910,Vehicle,Vehicle,15,12.14,Medium,Finance Company,2.92,Online,Kerala,Hyderabad,Urban,5,Done,Pending,,13759.49,0.1,Low,0.67
1629,38,Male,Graduate,Self-employed,12,1092259,15082,0.27,753,71.73,No,651441,Home,Home,9,10.36,Medium,Finance Company,2.3,Online,Rajasthan,Anantapur,Urban,6,Processing,Approved,,9298.91,0.1,Low,0.6
1630,50,Female,Non-Graduate,Salaried,27,649016,16983,0.35,547,15.43,No,237587,Agriculture,Agriculture,16,7.93,High,Government Bank,0.71,Offline,Bihar,Haryana District,Rural,21,Done,Approved,,2187.76,0.04,Low,0.37
1631,36,Male,Graduate,Self-employed,9,1516060,11505,0.16,826,15.02,No,799627,Agriculture,Agriculture,11,8.1,Low,Private Bank,0.98,Online,West Bengal,Gudivada,Urban,8,Done,Approved,,9171.21,0.07,Low,0.53
1632,57,Male,Graduate,Self-employed,15,1733966,7172,0.15,819,22.19,No,1428504,Personal,Personal,16,9.02,Low,Private Bank,0.86,Offline,Karnataka,Himachal Pradesh District,Rural,9,Done,Approved,,14081.14,0.1,Low,0.82
1633,46,Male,Non-Graduate,Self-employed,7,1706381,14602,0.14,637,21.16,No,243538,Business,Business,5,15.78,High,Finance Company,1.99,Offline,Telangana,Rajasthan District,Rural,4,Done,Approved,,5893.94,0.04,Low,0.14
1634,38,Male,Graduate,Pensioner,8,421509,23316,0.75,726,51.58,No,279762,Business,Business,18,10.69,Medium,Private Bank,1.51,Online,Madhya Pradesh,Bilaspur,Urban,5,Done,Pending,,2922.53,0.08,Low,0.66
1635,60,Female,Graduate,Salaried,21,697284,12541,0.78,665,44.6,No,1003308,Home,Home,3,11.37,Medium,Finance Company,2.58,Offline,Telangana,Maharashtra District,Rural,1,Done,Approved,,33023.09,0.57,High,1.44
1636,55,Male,Graduate,Salaried,10,907162,6545,0.24,715,74.36,No,749651,Vehicle,Vehicle,19,17.88,Medium,Private Bank,1.39,Offline,Madhya Pradesh,Meghalaya District,Rural,5,Done,Pending,,11566.73,0.15,Low,0.83
1637,53,Male,Graduate,Salaried,17,691468,8982,0.33,721,48.68,No,654806,Personal,Personal,8,10.35,Medium,Government Bank,0.29,Online,Karnataka,Patna,Urban,16,Processing,Pending,,10057.81,0.17,Low,0.95
1638,49,Male,Graduate,Salaried,15,706788,14973,0.51,764,83.48,No,1645241,Personal,Personal,20,8.99,Low,Finance Company,1.96,Online,Karnataka,Aizawl,Urban,5,Done,Approved,,14792.08,0.25,Low,2.33
1639,37,Female,Non-Graduate,Salaried,29,625019,3141,0.25,608,66.18,No,369134,Home,Home,4,12.86,High,Private Bank,0.79,Offline,Uttar Pradesh,Gujarat District,Rural,8,Processing,Approved,,9877.31,0.19,Low,0.59
1640,26,Female,Graduate,Salaried,17,839376,13986,0.32,530,78.65,No,400334,Business,Business,6,14.46,High,Private Bank,1.19,Offline,Punjab,Madhya Pradesh District,Rural,6,Processing,Approved,,8348.11,0.12,Low,0.48
1641,39,Female,Graduate,Self-employed,23,1912568,10087,0.07,595,42.43,No,172437,Education,Education,14,7.3,High,Government Bank,0.55,Offline,Gujarat,Maharashtra District,Rural,10,Done,Approved,,1641.59,0.01,Low,0.09
1642,37,Female,Graduate,Salaried,20,494732,10237,0.34,805,57.18,No,342913,Education,Education,12,7.67,Low,Government Bank,0.79,Online,Haryana,Bhilwara,Urban,21,Processing,Approved,,3650.11,0.09,Low,0.69
1643,41,Male,Graduate,Salaried,22,386400,9016,0.31,541,30.51,No,70549,Education,Education,8,7.57,High,Private Bank,1.26,Online,Gujarat,Anand,Urban,5,Done,Approved,,981.98,0.03,Low,0.18
1644,57,Male,Graduate,Pensioner,11,442245,16161,0.64,764,81.83,No,494402,Education,Education,7,7.49,Low,Private Bank,0.77,Online,Kerala,Sri Ganganagar,Urban,3,Processing,Approved,,7580.83,0.21,Low,1.12
1645,51,Female,Graduate,Self-employed,10,596324,7283,1.26,766,43.04,No,2140811,Business,Business,4,10.77,Low,Finance Company,1.68,Online,Tamil Nadu,Tadepalligudem,Urban,4,Done,Approved,,55091.57,1.11,High,3.59
1646,43,Female,Graduate,Self-employed,29,1805677,20197,0.18,466,22.86,No,396051,Business,Business,17,17.76,High,Finance Company,2.47,Online,Rajasthan,Sagar,Urban,4,Processing,Pending,,6169.62,0.04,Low,0.22
1647,38,Male,Graduate,Salaried,27,933127,8339,0.22,739,18.45,No,988180,Personal,Personal,17,8.14,Medium,Finance Company,2.74,Online,Maharashtra,Morena,Urban,5,Processing,Approved,,8959.02,0.12,Low,1.06
1648,47,Male,Graduate,Self-employed,10,1973370,20087,0.15,510,86.08,No,404222,Home,Home,16,11.37,High,Finance Company,1.97,Online,Haryana,Baranagar,Urban,1,Done,Approved,,4578.88,0.03,Low,0.2
1649,57,Female,Graduate,Salaried,23,448717,5993,0.63,800,27.47,No,1381085,Personal,Personal,12,11.37,Low,Private Bank,0.82,Offline,Punjab,Telangana District,Rural,6,Done,Pending,,17616.37,0.47,High,3.08
1650,29,Male,Graduate,Salaried,27,351858,10059,0.39,600,78.65,No,89547,Appliances,Appliances,10,11.53,High,Private Bank,1.46,Offline,Punjab,Meghalaya District,Rural,7,Done,Rejected,Insufficient Employment Length,1260.53,0.04,Low,0.25
1651,25,Male,Graduate,Salaried,11,673338,24321,0.54,810,53.91,No,410884,Vehicle,Vehicle,20,16.19,Low,Government Bank,0.61,Online,Delhi,Tirunelveli,Urban,21,Done,Approved,,5775.1,0.1,Low,0.61
1652,38,Male,Graduate,Salaried,24,551804,14160,0.35,461,22.62,No,99957,Personal,Personal,6,13,High,Private Bank,1.15,Online,Punjab,Dewas,Urban,4,Processing,Approved,,2006.55,0.04,Low,0.18
1653,42,Female,Graduate,Pensioner,11,346825,23742,1.16,636,78.93,No,201705,Business,Business,2,14.58,High,Private Bank,0.77,Offline,Karnataka,Himachal Pradesh District,Rural,9,Processing,Approved,,9739.8,0.34,Medium,0.58
1654,54,Female,Graduate,Self-employed,5,926833,17803,0.25,466,87.73,No,111969,Home,Home,13,12.94,High,Government Bank,0.57,Offline,Madhya Pradesh,Assam District,Rural,14,Done,Approved,,1486.3,0.02,Low,0.12
1655,26,Female,Non-Graduate,Self-employed,15,1707944,12858,0.12,592,88.24,No,334223,Agriculture,Agriculture,8,8.48,High,Government Bank,0.69,Offline,Telangana,Goa District,Rural,21,Processing,Approved,,4806.75,0.03,Low,0.2
1656,36,Male,Graduate,Salaried,21,839596,18322,0.35,746,79.22,No,360764,Agriculture,Agriculture,6,6.41,Medium,Private Bank,0.83,Online,West Bengal,Burhanpur,Urban,6,Processing,Approved,,6048.97,0.09,Low,0.43
1657,40,Female,Graduate,Self-employed,29,770742,13660,0.31,466,46.13,No,472924,Agriculture,Agriculture,9,8.12,High,Finance Company,2.1,Online,Delhi,Kamarhati,Urban,1,Processing,Approved,,6186.32,0.1,Low,0.61
1658,44,Male,Graduate,Salaried,8,476125,401,0.13,801,80.37,No,304596,Business,Business,9,12.97,Low,Government Bank,0.35,Online,Madhya Pradesh,Kota,Urban,11,Done,Approved,,4793.23,0.12,Low,0.64
1659,33,Female,Non-Graduate,Salaried,22,348289,14248,0.54,479,44.03,No,101988,Business,Business,18,14.61,High,Finance Company,2.62,Offline,Bihar,Tamil Nadu District,Rural,2,Processing,Approved,,1339.84,0.05,Low,0.29
1660,44,Male,Graduate,Salaried,30,495578,3463,0.25,802,65.58,No,567681,Appliances,Appliances,13,10.83,Low,Finance Company,1.86,Online,Assam,Pallavaram,Urban,4,Done,Rejected,High Existing EMI,6796.72,0.16,Low,1.15
1661,41,Male,Graduate,Salaried,21,366149,1246,0.44,514,36.69,No,258685,Vehicle,Vehicle,2,11.75,High,Finance Company,1.64,Online,Haryana,Junagadh,Urban,2,Processing,Pending,,12147.02,0.4,Medium,0.71
1662,26,Female,Graduate,Salaried,21,444915,8863,1.1,816,30.22,Yes,665009,Appliances,Appliances,2,13.44,Low,Private Bank,1.39,Online,Tamil Nadu,Alwar,Urban,6,Done,Approved,,31753.35,0.86,High,1.49
1663,33,Male,Non-Graduate,Salaried,19,894919,634,0.07,490,12.5,No,126585,Business,Business,3,17.95,High,Finance Company,2.68,Offline,Bihar,Punjab District,Rural,1,Processing,Approved,,4573.18,0.06,Low,0.14
1664,35,Male,Graduate,Salaried,30,684302,5664,0.17,597,66.41,No,253577,Vehicle,Vehicle,14,17.62,High,Government Bank,0.71,Offline,Tamil Nadu,Tamil Nadu District,Rural,13,Processing,Approved,,4075.44,0.07,Low,0.37
1665,40,Male,Non-Graduate,Salaried,17,413242,10423,0.76,771,48.55,Yes,1457631,Home,Home,13,8.72,Low,Private Bank,1.33,Offline,Haryana,Arunachal Pradesh District,Rural,4,Done,Approved,,15650.17,0.45,High,3.53
1666,48,Female,Non-Graduate,Salaried,22,997735,16966,0.35,620,37.92,No,450441,Vehicle,Vehicle,4,11.88,High,Government Bank,0.48,Offline,Gujarat,Madhya Pradesh District,Rural,11,Processing,Approved,,11835.32,0.14,Low,0.45
1667,25,Female,Graduate,Salaried,5,597149,13642,0.54,493,13.74,No,425394,Education,Education,3,8.43,High,Government Bank,0.66,Online,Uttar Pradesh,Pondicherry,Urban,15,Processing,Approved,,13414.85,0.27,Low,0.71
1668,60,Male,Graduate,Salaried,29,895773,21687,0.48,606,57.91,No,452355,Education,Education,3,6.58,High,Private Bank,1.3,Online,Rajasthan,Haridwar,Urban,5,Done,Approved,,13880.71,0.19,Low,0.5
1669,37,Male,Non-Graduate,Salaried,11,999531,13348,0.21,653,70.27,No,300797,Appliances,Appliances,16,14.53,Medium,Government Bank,0.34,Offline,Bihar,Jharkhand District,Rural,15,Done,Pending,,4043.14,0.05,Low,0.3
1670,55,Male,Graduate,Salaried,18,489612,3721,0.3,534,29.03,No,391984,Business,Business,5,10.28,High,Government Bank,0.37,Online,Delhi,Kulti,Urban,19,Done,Approved,,8382.61,0.21,Low,0.8
1671,39,Male,Non-Graduate,Salaried,26,515327,23965,0.67,491,29.61,Yes,459965,Agriculture,Agriculture,13,8.95,High,Government Bank,0.32,Offline,Bihar,Karnataka District,Rural,14,Processing,Approved,,4998.96,0.12,Low,0.89
1672,42,Female,Graduate,Salaried,5,971767,11475,0.21,567,27.59,No,329529,Vehicle,Vehicle,8,13.64,High,Government Bank,0.78,Online,West Bengal,Sambhal,Urban,18,Processing,Rejected,Previous Loan Default,5657.11,0.07,Low,0.34
1673,46,Female,Non-Graduate,Salaried,23,746350,17953,0.64,680,74.69,No,1021143,Personal,Personal,5,10.03,Medium,Government Bank,0.53,Offline,Rajasthan,Kerala District,Rural,14,Processing,Pending,,21711.35,0.35,Medium,1.37
1674,33,Male,Graduate,Salaried,12,835693,15421,0.44,731,85.3,No,1087286,Appliances,Appliances,15,14.55,Medium,Private Bank,1.09,Online,Odisha,Chapra,Urban,6,Done,Approved,,14883.8,0.21,Low,1.3
1675,25,Male,Non-Graduate,Salaried,6,870741,8329,0.25,694,88.25,No,737601,Business,Business,18,15.02,Medium,Government Bank,0.39,Offline,Bihar,Kerala District,Rural,17,Done,Approved,,9906.94,0.14,Low,0.85
1676,61,Male,Graduate,Self-employed,13,810930,11577,0.32,656,30.02,No,862327,Appliances,Appliances,17,12.55,Medium,Government Bank,0.5,Online,Jharkhand,Hubli–Dharwad,Urban,22,Done,Approved,,10245.29,0.15,Low,1.06
1677,46,Male,Graduate,Salaried,11,611653,6177,0.22,607,47.29,No,476103,Agriculture,Agriculture,15,8.86,High,Finance Company,1.55,Online,Gujarat,Silchar,Urban,6,Done,Pending,,4789.38,0.09,Low,0.78
1678,61,Female,Graduate,Salaried,13,414545,112,0.13,775,11.92,No,291639,Business,Business,20,17.66,Low,Finance Company,1.61,Offline,Gujarat,Punjab District,Rural,3,Done,Approved,,4424.74,0.13,Low,0.7
1679,27,Male,Graduate,Self-employed,29,1340389,8969,0.11,616,30.14,No,429975,Agriculture,Agriculture,19,7.52,High,Private Bank,1.5,Offline,Maharashtra,Telangana District,Rural,9,Processing,Approved,,3548.52,0.03,Low,0.32
1680,58,Male,Graduate,Salaried,16,797769,15581,0.48,833,20.41,No,940443,Agriculture,Agriculture,6,7.75,Low,Finance Company,2.3,Online,Haryana,Bahraich,Urban,1,Processing,Approved,,16374.45,0.25,Low,1.18
1681,49,Female,Graduate,Salaried,8,972694,16331,0.26,735,49.78,No,312087,Business,Business,12,15.91,Medium,Finance Company,1.64,Online,Tamil Nadu,Amritsar,Urban,1,Processing,Approved,,4868.35,0.06,Low,0.32
1682,50,Male,Non-Graduate,Salaried,12,606096,5930,0.16,528,77.23,No,280807,Education,Education,18,6,High,Private Bank,1.12,Offline,Assam,West Bengal District,Rural,6,Processing,Rejected,Low CIBIL Score,2128.97,0.04,Low,0.46
1683,57,Female,Graduate,Self-employed,24,1956751,16369,0.15,737,61.22,No,654347,Agriculture,Agriculture,9,6.81,Medium,Government Bank,0.42,Online,Maharashtra,Secunderabad,Urban,21,Processing,Approved,,8120.61,0.05,Low,0.33
1684,36,Male,Graduate,Salaried,17,985477,24017,0.42,518,62.83,No,468760,Business,Business,5,10.98,High,Private Bank,1.09,Offline,Delhi,Chhattisgarh District,Rural,8,Done,Rejected,High Existing EMI,10187.3,0.12,Low,0.48
1685,27,Male,Graduate,Salaried,13,418638,3214,0.15,468,19.87,No,138140,Business,Business,9,10.96,High,Government Bank,0.3,Online,Tamil Nadu,Jodhpur,Urban,20,Done,Approved,,2017.36,0.06,Low,0.33
1686,29,Male,Graduate,Salaried,30,450105,13257,0.43,621,49.21,No,164951,Business,Business,11,17.57,High,Private Bank,1.24,Offline,Maharashtra,Himachal Pradesh District,Rural,4,Done,Pending,,2830.7,0.08,Low,0.37
1687,27,Male,Non-Graduate,Self-employed,10,1190799,10056,0.12,515,42.87,Yes,205511,Agriculture,Agriculture,19,5.87,High,Government Bank,0.75,Offline,Maharashtra,Mizoram District,Rural,16,Processing,Approved,,1497.55,0.02,Low,0.17
1688,42,Female,Graduate,Salaried,8,544259,1871,0.62,777,16.81,No,1417676,Vehicle,Vehicle,8,15.85,Low,Government Bank,0.66,Online,Gujarat,Srikakulam,Urban,15,Processing,Approved,,26142.91,0.58,High,2.6
1689,61,Female,Non-Graduate,Self-employed,22,809442,11595,0.25,714,36.5,No,317831,Vehicle,Vehicle,16,17.96,Medium,Private Bank,1.59,Offline,Gujarat,Jharkhand District,Rural,7,Processing,Approved,,5048.21,0.07,Low,0.39
1690,44,Male,Non-Graduate,Self-employed,28,634599,6840,1.23,685,31.3,No,1187074,Appliances,Appliances,2,16.05,Medium,Finance Company,1.52,Offline,Telangana,Manipur District,Rural,2,Processing,Approved,,58151.2,1.1,High,1.87
1691,32,Male,Graduate,Salaried,29,626840,10553,0.35,568,57.97,No,433881,Personal,Personal,6,8.91,High,Finance Company,2.09,Online,Rajasthan,Panvel,Urban,1,Done,Rejected,Low Income,7801.57,0.15,Low,0.69
1692,31,Female,Graduate,Salaried,22,725623,23929,0.43,578,16.18,No,96668,Education,Education,5,8.05,High,Government Bank,0.67,Online,Odisha,Bhavnagar,Urban,16,Done,Rejected,Insufficient Employment Length,1962.39,0.03,Low,0.13
1693,26,Male,Non-Graduate,Self-employed,30,1050115,24044,0.47,801,22.9,No,1390902,Home,Home,12,10.74,Low,Government Bank,0.76,Offline,Tamil Nadu,Maharashtra District,Rural,21,Done,Approved,,17222.37,0.2,Low,1.32
